Nombre;Cuenta de ingresos/Código;Precio de lista;Precio de costo;Tipo;Producto de precio independiente de la cantidad;Categoria/Nombre;UdM por defecto/Nombre;Vendible;Comprable;Consumible;Impuestos de cliente/Nombre;Iva;IIBB;AP
RES MI 206/13 T5MT (>300);421110;1;1;service;True;Servicios de Energía;Unidad;True;False;;Ley 11769-Art. 74-Prov. 0,6%#Ley 11769-Art. 75-Mun. 6,00%#Ley 23681-Fesp.Sta.Cruz 0,6%;True;True;True
Cargo Variable Pico T5MT (>300) Sin Subsidio ;421110;1;1;service;;Servicios de Energía;Kilowatts;True;False;;;False;False;False
Cargo Variable Valle T5MT (>300) Sin Subsidio;421110;1;1;service;;Servicios de Energía;Kilowatts;True;False;;;False;False;False
Cargo Variable Resto T5MT (>300) Sin Subsidio ;421110;1;1;service;;Servicios de Energía;Kilowatts;True;False;;;False;False;False
Cargo Potencia Pico T5MT (>300) Sin Subsidio ;421110;1;1;service;;Servicios de Energía;Kilowatts;True;False;;;False;False;False
Cargo Potencia Resto T5MT (>300) Sin Subsidio ;421110;1;1;service;;Servicios de Energía;Kilowatts;True;False;;;False;False;False
Recargo por Exceso de Potencia Pico T5MT (>300)Sin Subsidio;421110;1;1;service;;Servicios de Energía;Kilowatts;True;False;;;False;False;False
Recargo por Exceso de Potencia Resto T5MT (>300) Sin Subsidio;421110;1;1;service;;Servicios de Energía;Kilowatts;True;False;;;False;False;False
Recargo por Bajo Coseno de Fi T5MT (>300) Sin Subsidio;421110;1;1;service;;Servicios de Energía;Kilowatts;True;False;;;False;False;False
Cargo Perdida Transformador T5MT (>300) Sin Subsidio;421110;1;1;service;;Servicios de Energía;Kilowatts;True;False;;;False;False;False
Resta Cargo Variable Pico T5MT (>300) Sin Subsidio ;421110;1;1;service;;Servicios de Energía;Kilowatts;True;False;;;False;False;False
Resta Cargo Variable Valle T5MT (>300) Sin Subsidio;421110;1;1;service;;Servicios de Energía;Kilowatts;True;False;;;False;False;False
Resta Cargo Variable Resto T5MT (>300) Sin Subsidio ;421110;1;1;service;;Servicios de Energía;Kilowatts;True;False;;;False;False;False
Resta Cargo Potencia Pico T5MT (>300) Sin Subsidio ;421110;1;1;service;;Servicios de Energía;Kilowatts;True;False;;;False;False;False
Resta Cargo Potencia Resto T5MT (>300) Sin Subsidio ;421110;1;1;service;;Servicios de Energía;Kilowatts;True;False;;;False;False;False
Resta Recargo por Exceso de Potencia Pico T5MT (>300)Sin Subsidio;421110;1;1;service;;Servicios de Energía;Kilowatts;True;False;;;False;False;False
Resta Recargo por Exceso de Potencia Resto T5MT (>300) Sin Subsidio;421110;1;1;service;;Servicios de Energía;Kilowatts;True;False;;;False;False;False
Resta Recargo por Bajo Coseno de Fi T5MT (>300) Sin Subsidio;421110;1;1;service;;Servicios de Energía;Kilowatts;True;False;;;False;False;False
Resta Cargo Perdida Transformador T5MT (>300) Sin Subsidio;421110;1;1;service;;Servicios de Energía;Kilowatts;True;False;;;False;False;False
Res. Asamblea 30/12/04 T5MT (>300) Cuota Capital;421110;1;1;service;;Servicios de Energía;Unidad;True;False;;;False;False;False
Cuota Extraordinaria Dec 3142/07 - Resolución 604/07 T5MT (>300);421110;1;1;service;;Servicios de Energía;Unidad;True;False;;;False;False;False
