Nombre;Líneas/Category/Nombre;Líneas/Producto/Nombre;Líneas/Cantidad;Líneas/Fórmula;Líneas/Secuencia
T3BT Baja Tension (>300KW);Servicios de Energía;Cargo Variable Pico T3BT (>300);;unit_price*0.1356;2
T3BT Baja Tension (>300KW);Servicios de Energía;Cargo Variable Valle T3BT (>300);;unit_price*0.1264;3
T3BT Baja Tension (>300KW);Servicios de Energía;Cargo Variable Resto T3BT (>300);;unit_price*0.1286;4
T3BT Baja Tension (>300KW);Servicios de Energía;Cargo Potencia Pico T3BT (>300);;unit_price*47.49;5
T3BT Baja Tension (>300KW);Servicios de Energía;Cargo Potencia Resto T3BT (>300);;unit_price*20.35;6
T3BT Baja Tension (>300KW);Servicios de Energía;Recargo por Exceso de Potencia Pico T3BT (>300);;unit_price*71.23;7
T3BT Baja Tension (>300KW);Servicios de Energía;Recargo por Exceso de Potencia Resto T3BT (>300);;unit_price*30.52;8
T3BT Baja Tension (>300KW);Servicios de Energía;Recargo por Bajo Coseno de Fi T3BT (>300);;unit_price*0.0320;9
T3BT Baja Tension (>300KW);Servicios de Energía;Cargo Perdida Transformador T3BT (>300);;unit_price*0.1264;10
T3BT Baja Tension (>300KW);Servicios de Energía;RES MI 206/13 T3BT (>300);;unit_price*8.00;11
T3BT Baja Tension (>300KW);Servicios de Energía;Incremento Costo Mayorista Pico T3BT (>300);;unit_price*0.0533;12
T3BT Baja Tension (>300KW);Servicios de Energía;Incremento Costo Mayorista Valle T3BT (>300);;unit_price*0.0533;13
T3BT Baja Tension (>300KW);Servicios de Energía;Incremento Costo Mayorista Resto T3BT (>300);;unit_price*0.0533;14
T3BT Baja Tension (>300KW);Servicios de Energía;Cargo Variable Pico T3BT (>300) Sin Subsidio;;unit_price*0.3631;15
T3BT Baja Tension (>300KW);Servicios de Energía;Cargo Variable Valle T3BT (>300) Sin Subsidio;;unit_price*0.3529;16
T3BT Baja Tension (>300KW);Servicios de Energía;Cargo Variable Resto T3BT (>300) Sin Subsidio;;unit_price*0.3576;17
T3BT Baja Tension (>300KW);Servicios de Energía;Cargo Potencia Pico T3BT (>300) Sin Subsidio;;unit_price*47.52;18
T3BT Baja Tension (>300KW);Servicios de Energía;Cargo Potencia Resto T3BT (>300) Sin Subsidio;;unit_price*20.37;19
T3BT Baja Tension (>300KW);Servicios de Energía;Recargo por Exceso de Potencia Pico T3BT (>300) Sin Subsidio;;unit_price*71.28;20
T3BT Baja Tension (>300KW);Servicios de Energía;Recargo por Exceso de Potencia Resto T3BT (>300) Sin Subsidio;;unit_price*30.55;21
T3BT Baja Tension (>300KW);Servicios de Energía;Recargo por Bajo Coseno de Fi T3BT (>300) Sin Subsidio;;unit_price*0.0320;22
T3BT Baja Tension (>300KW);Servicios de Energía;Cargo Perdida Transformador T3BT (>300) Sin Subsidio;;unit_price*0.3529;23
T3BT Baja Tension (>300KW);Servicios de Energía;Resta Cargo Variable Pico T3BT (>300) Sin Subsidio;;unit_price*-0.3631;24
T3BT Baja Tension (>300KW);Servicios de Energía;Resta Cargo Variable Valle T3BT (>300) Sin Subsidio;;unit_price*-0.3529;25
T3BT Baja Tension (>300KW);Servicios de Energía;Resta Cargo Variable Resto T3BT (>300) Sin Subsidio;;unit_price*-0.3576;26
T3BT Baja Tension (>300KW);Servicios de Energía;Resta Cargo Potencia Pico T3BT (>300) Sin Subsidio;;unit_price*-47.52;27
T3BT Baja Tension (>300KW);Servicios de Energía;Resta Cargo Potencia Resto T3BT (>300) Sin Subsidio;;unit_price*-20.37;28
T3BT Baja Tension (>300KW);Servicios de Energía;Resta Recargo por Exceso de Potencia Pico T3BT (>300) Sin Subsidio;;unit_price*-71.28;29
T3BT Baja Tension (>300KW);Servicios de Energía;Resta Recargo por Exceso de Potencia Resto T3BT (>300) Sin Subsidio;;unit_price*-30.55;30
T3BT Baja Tension (>300KW);Servicios de Energía;Resta Recargo por Bajo Coseno de Fi T3BT (>300) Sin Subsidio;;unit_price*-0.0320;31
T3BT Baja Tension (>300KW);Servicios de Energía;Resta Cargo Perdida Transformador T3BT (>300) Sin Subsidio;;unit_price*-0.3529;32
T3BT Baja Tension (>300KW);Servicios de Energía;Res. Asamblea 30/12/04 T3BT (>300) Cuota Capital;;unit_price*848.86;33
T3BT Baja Tension (>300KW);Servicios de Energía;Plan Municipal de AP Ord. 3000/10;;unit_price*20.00;34
T3BT Baja Tension (>300KW);Servicios de Energía;Cuota Extraordinaria Dec 3142/07 - Resolución 604/07 T3BT (>300);;unit_price*10.00;35
T3BT Baja Tension (>300KW);Servicios de Energía;Conexión Aerea-Monofasica T3BT (>300);;unit_price*0;36
T3BT Baja Tension (>300KW);Servicios de Energía;Conexión Aerea-Trifasica T3BT (>300);;unit_price*969.9750;37
T3BT Baja Tension (>300KW);Servicios de Energía;Conexión Subterranea-Monofasica T3BT (>300);;unit_price*0;38
T3BT Baja Tension (>300KW);Servicios de Energía;Conexión Subterranea-Trifasica T3BT (>300);;unit_price*1379.52;39
T3BT Baja Tension (>300KW);Servicios de Energía;Rehabilitacion T3BT (>300);;unit_price*229.5450;40
T3BT Baja Tension (>300KW);Servicios de Energía;Desconexion Directa T3BT (>300);;unit_price*229.5450;41
T3MT Media Tension (50 a 300KW);Servicios de Energía;Cargo Fijo T3MT;;unit_price*188.87;1
T3MT Media Tension (50 a 300KW);Servicios de Energía;Cargo Variable Pico T3MT;;unit_price*0.1005;2
T3MT Media Tension (50 a 300KW);Servicios de Energía;Cargo Variable Valle T3MT;;unit_price*0.0913;3
T3MT Media Tension (50 a 300KW);Servicios de Energía;Cargo Variable Resto T3MT;;unit_price*0.0935;4
T3MT Media Tension (50 a 300KW);Servicios de Energía;Cargo Potencia Pico T3MT;;unit_price*36.46;5
T3MT Media Tension (50 a 300KW);Servicios de Energía;Cargo Potencia Resto T3MT;;unit_price*15.63;6
T3MT Media Tension (50 a 300KW);Servicios de Energía;Recargo por Exceso de Potencia Pico T3MT;;unit_price*54.69;7
T3MT Media Tension (50 a 300KW);Servicios de Energía;Recargo por Exceso de Potencia Resto T3MT;;unit_price*23.45;8
T3MT Media Tension (50 a 300KW);Servicios de Energía;Recargo por Bajo Coseno de Fi T3MT;;unit_price*0.0320;9
T3MT Media Tension (50 a 300KW);Servicios de Energía;Cargo Perdida Transformador T3MT;;unit_price*0.0913;10
T3MT Media Tension (50 a 300KW);Servicios de Energía;RES MI 206/13 T3MT;;unit_price*8.00;11
T3MT Media Tension (50 a 300KW);Servicios de Energía;Incremento Costo Mayorista Pico T3MT;;unit_price*0.0533;12
T3MT Media Tension (50 a 300KW);Servicios de Energía;Incremento Costo Mayorista Valle T3MT;;unit_price*0.0533;13
T3MT Media Tension (50 a 300KW);Servicios de Energía;Incremento Costo Mayorista Resto T3MT;;unit_price*0.0533;14
T3MT Media Tension (50 a 300KW);Servicios de Energía;Cargo Variable Pico T3MT Sin Subsidio;;unit_price*0.3538;15
T3MT Media Tension (50 a 300KW);Servicios de Energía;Cargo Variable Valle T3MT Sin Subsidio;;unit_price*0.3436;16
T3MT Media Tension (50 a 300KW);Servicios de Energía;Cargo Variable Resto T3MT Sin Subsidio;;unit_price*0.3483;17
T3MT Media Tension (50 a 300KW);Servicios de Energía;Cargo Potencia Pico T3MT Sin Subsidio;;unit_price*36.49;18
T3MT Media Tension (50 a 300KW);Servicios de Energía;Cargo Potencia Resto T3MT Sin Subsidio;;unit_price*15.64;19
T3MT Media Tension (50 a 300KW);Servicios de Energía;Recargo por Exceso de Potencia Pico T3MT Sin Subsidio;;unit_price*54.73;20
T3MT Media Tension (50 a 300KW);Servicios de Energía;Recargo por Exceso de Potencia Resto T3MT Sin Subsidio;;unit_price*23.46;21
T3MT Media Tension (50 a 300KW);Servicios de Energía;Recargo por Bajo Coseno de Fi T3MT Sin Subsidio;;unit_price*0.0320;22
T3MT Media Tension (50 a 300KW);Servicios de Energía;Cargo Perdida Transformador T3MT Sin Subsidio;;unit_price*0.3436;23
T3MT Media Tension (50 a 300KW);Servicios de Energía;Resta Cargo Variable Pico T3MT Sin Subsidio;;unit_price*-0.3538;24
T3MT Media Tension (50 a 300KW);Servicios de Energía;Resta Cargo Variable Valle T3MT Sin Subsidio;;unit_price*-0.3436;25
T3MT Media Tension (50 a 300KW);Servicios de Energía;Resta Cargo Variable Resto T3MT Sin Subsidio;;unit_price*-0.3483;26
T3MT Media Tension (50 a 300KW);Servicios de Energía;Resta Cargo Potencia Pico T3MT Sin Subsidio;;unit_price*-36.49;27
T3MT Media Tension (50 a 300KW);Servicios de Energía;Resta Cargo Potencia Resto T3MT Sin Subsidio;;unit_price*-15.64;28
T3MT Media Tension (50 a 300KW);Servicios de Energía;Resta Recargo por Exceso de Potencia Pico T3MT Sin Subsidio;;unit_price*-54.73;29
T3MT Media Tension (50 a 300KW);Servicios de Energía;Resta Recargo por Exceso de Potencia Resto T3MT Sin Subsidio;;unit_price*-23.46;30
T3MT Media Tension (50 a 300KW);Servicios de Energía;Resta Recargo por Bajo Coseno de Fi T3MT Sin Subsidio;;unit_price*-0.0320;31
T3MT Media Tension (50 a 300KW);Servicios de Energía;Resta Cargo Perdida Transformador T3MT Sin Subsidio;;unit_price*-0.3436;32
T3MT Media Tension (50 a 300KW);Servicios de Energía;Res. Asamblea 30/12/04 T3MT Cuota Capital;;unit_price*848.86;33
T3MT Media Tension (50 a 300KW);Servicios de Energía;Plan Municipal de AP Ord. 3000/10;;unit_price*20.00;34
T3MT Media Tension (50 a 300KW);Servicios de Energía;Cuota Extraordinaria Dec 3142/07 - Resolución 604/07 T3MT;;unit_price*10.00;35
T3MT Media Tension (50 a 300KW);Servicios de Energía;Conexión Aerea-Monofasica T3MT;;unit_price*0;36
T3MT Media Tension (50 a 300KW);Servicios de Energía;Conexión Aerea-Trifasica T3MT;;unit_price*969.9750;37
T3MT Media Tension (50 a 300KW);Servicios de Energía;Conexión Subterranea-Monofasica T3MT;;unit_price*0;38
T3MT Media Tension (50 a 300KW);Servicios de Energía;Conexión Subterranea-Trifasica T3MT;;unit_price*1379.52;39
T3MT Media Tension (50 a 300KW);Servicios de Energía;Rehabilitacion T3MT;;unit_price*229.5450;40
T3MT Media Tension (50 a 300KW);Servicios de Energía;Desconexion Directa T3MT;;unit_price*229.5450;41
T3MT Media Tension (>300KW);Servicios de Energía;Cargo Fijo T3MT (> 300);;unit_price*188.87;1
T3MT Media Tension (>300KW);Servicios de Energía;Cargo Variable Pico T3MT (> 300);;unit_price*0.1333;2
T3MT Media Tension (>300KW);Servicios de Energía;Cargo Variable Valle T3MT (> 300);;unit_price*0.1243;3
T3MT Media Tension (>300KW);Servicios de Energía;Cargo Variable Resto T3MT (> 300);;unit_price*0.1265;4
T3MT Media Tension (>300KW);Servicios de Energía;Cargo Potencia Pico T3MT (> 300);;unit_price*36.46;5
T3MT Media Tension (>300KW);Servicios de Energía;Cargo Potencia Resto T3MT (> 300);;unit_price*15.63;6
T3MT Media Tension (>300KW);Servicios de Energía;Recargo por Exceso de Potencia Pico T3MT (> 300);;unit_price*54.69;7
T3MT Media Tension (>300KW);Servicios de Energía;Recargo por Exceso de Potencia Resto T3MT (> 300);;unit_price*23.45;8
T3MT Media Tension (>300KW);Servicios de Energía;Recargo por Bajo Coseno de Fi T3MT (> 300);;unit_price*0.0320;9
T3MT Media Tension (>300KW);Servicios de Energía;Cargo Perdida Transformador T3MT (> 300);;unit_price*0.1243;10
T3MT Media Tension (>300KW);Servicios de Energía;RES MI 206/13 T3MT (> 300);;unit_price*8.00;11
T3MT Media Tension (>300KW);Servicios de Energía;Incremento Costo Mayorista Pico T3MT (> 300);;unit_price*0.0533;12
T3MT Media Tension (>300KW);Servicios de Energía;Incremento Costo Mayorista Valle T3MT (> 300);;unit_price*0.0533;13
T3MT Media Tension (>300KW);Servicios de Energía;Incremento Costo Mayorista Resto T3MT (> 300);;unit_price*0.0533;14
T3MT Media Tension (>300KW);Servicios de Energía;Cargo Variable Pico T3MT Sin Subsidio (> 300);;unit_price*0.3560;15
T3MT Media Tension (>300KW);Servicios de Energía;Cargo Variable Valle T3MT Sin Subsidio (> 300);;unit_price*0.3460;16
T3MT Media Tension (>300KW);Servicios de Energía;Cargo Variable Resto T3MT Sin Subsidio (> 300);;unit_price*0.3507;17
T3MT Media Tension (>300KW);Servicios de Energía;Cargo Potencia Pico T3MT (> 300) Sin Subsidio ;;unit_price*36.49;18
T3MT Media Tension (>300KW);Servicios de Energía;Cargo Potencia Resto T3MT (> 300) Sin Subsidio;;unit_price*15.64;19
T3MT Media Tension (>300KW);Servicios de Energía;Recargo por Exceso de Potencia Pico T3MT (> 300) Sin Subsidio;;unit_price*54.73;20
T3MT Media Tension (>300KW);Servicios de Energía;Recargo por Exceso de Potencia Resto T3MT (> 300) Sin Subsidio;;unit_price*23.46;21
T3MT Media Tension (>300KW);Servicios de Energía;Recargo por Bajo Coseno de Fi T3MT (> 300) Sin Subsidio;;unit_price*0.0320;22
T3MT Media Tension (>300KW);Servicios de Energía;Cargo Perdida Transformador T3MT (> 300) Sin Subsidio;;unit_price*0.3460;23
T3MT Media Tension (>300KW);Servicios de Energía;Resta Cargo Variable Pico T3MT Sin Subsidio (> 300);;unit_price*-0.3560;24
T3MT Media Tension (>300KW);Servicios de Energía;Resta Cargo Variable Valle T3MT Sin Subsidio (> 300);;unit_price*-0.3460;25
T3MT Media Tension (>300KW);Servicios de Energía;Resta Cargo Variable Resto T3MT Sin Subsidio (> 300);;unit_price*-0.3507;26
T3MT Media Tension (>300KW);Servicios de Energía;Resta Cargo Potencia Pico T3MT (> 300) Sin Subsidio ;;unit_price*-36.49;27
T3MT Media Tension (>300KW);Servicios de Energía;Resta Cargo Potencia Resto T3MT (> 300) Sin Subsidio;;unit_price*-15.64;28
T3MT Media Tension (>300KW);Servicios de Energía;Resta Recargo por Exceso de Potencia Pico T3MT (> 300) Sin Subsidio;;unit_price*-54.73;29
T3MT Media Tension (>300KW);Servicios de Energía;Resta Recargo por Exceso de Potencia Resto T3MT (> 300) Sin Subsidio;;unit_price*-23.46;30
T3MT Media Tension (>300KW);Servicios de Energía;Resta Recargo por Bajo Coseno de Fi T3MT (> 300) Sin Subsidio;;unit_price*-0.0320;31
T3MT Media Tension (>300KW);Servicios de Energía;Resta Cargo Perdida Transformador T3MT (> 300) Sin Subsidio;;unit_price*-0.3460;32
T3MT Media Tension (>300KW);Servicios de Energía;Res. Asamblea 30/12/04 T3MT (> 300) Cuota Capital;;unit_price*848.86;33
T3MT Media Tension (>300KW);Servicios de Energía;Plan Municipal de AP Ord. 3000/10;;unit_price*20.00;34
T3MT Media Tension (>300KW);Servicios de Energía;Cuota Extraordinaria Dec 3142/07 - Resolución 604/07 T3MT (> 300);;unit_price*10.00;35
T3MT Media Tension (>300KW);Servicios de Energía;Conexión Aerea-Monofasica T3MT (> 300);;unit_price*0;36
T3MT Media Tension (>300KW);Servicios de Energía;Conexión Aerea-Trifasica T3MT (> 300);;unit_price*969.9750;37
T3MT Media Tension (>300KW);Servicios de Energía;Conexión Subterranea-Monofasica T3MT (> 300);;unit_price*0;38
T3MT Media Tension (>300KW);Servicios de Energía;Conexión Subterranea-Trifasica T3MT (> 300);;unit_price*1379.52;39
T3MT Media Tension (>300KW);Servicios de Energía;Rehabilitacion T3MT (> 300);;unit_price*229.5450;40
T3MT Media Tension (>300KW);Servicios de Energía;Desconexion Directa T3MT (> 300);;unit_price*229.5450;41
T4 Rural;Servicios de Energía;Cargo Fijo T4R;;unit_price*72.56;1
T4 Rural;Servicios de Energía;Cargo Variable T4R;1401.0;unit_price*0.5164;2
T4 Rural;Servicios de Energía;Cargo Variable T4R;701.0;unit_price*0.4225;3
T4 Rural;Servicios de Energía;Cargo Variable T4R;501.0;unit_price*0.3675;4
T4 Rural;Servicios de Energía;Cargo Variable T4R;;unit_price*0.3113;5
T4 Rural;Servicios de Energía;Incremento Costo Mayorista T4R;1401.0;unit_price*0.0538;6
T4 Rural;Servicios de Energía;Incremento Costo Mayorista T4R;701.0;unit_price*0.0493;7
T4 Rural;Servicios de Energía;Incremento Costo Mayorista T4R;501.0;unit_price*0.0448;8
T4 Rural;Servicios de Energía;Incremento Costo Mayorista T4R;;unit_price*0.0314;9
T4 Rural;Servicios de Energía;RES MI 206/13 T4R;;unit_price*75.00;10
T4 Rural;Servicios de Energía;Cargo Perdida Transformador T4R;;unit_price*0.6040;11
T4 Rural;Servicios de Energía;Cargo Variable T4R Sin Subsidio;1401.0;unit_price*0.7815;12
T4 Rural;Servicios de Energía;Cargo Variable T4R Sin Subsidio;701.0;unit_price*0.7065;13
T4 Rural;Servicios de Energía;Cargo Variable T4R Sin Subsidio;501.0;unit_price*0.6607;14
T4 Rural;Servicios de Energía;Cargo Variable T4R Sin Subsidio;;unit_price*0.6139;15
T4 Rural;Servicios de Energía;Cargo Perdida Transformador T4R Sin Subsidio;;unit_price*0.7815;16
T4 Rural;Servicios de Energía;Resta Cargo Variable T4R Sin Subsidio;1401.0;unit_price*-0.7815;17
T4 Rural;Servicios de Energía;Resta Cargo Variable T4R Sin Subsidio;701.0;unit_price*-0.7065;18
T4 Rural;Servicios de Energía;Resta Cargo Variable T4R Sin Subsidio;501.0;unit_price*-0.6607;19
T4 Rural;Servicios de Energía;Resta Cargo Variable T4R Sin Subsidio;;unit_price*-0.6139;20
T4 Rural;Servicios de Energía;Resta Cargo Perdida Transformador T4R Sin Subsidio;;unit_price*-0.7815;21
T4 Rural;Servicios de Energía;Plan Municipal de AP Ord. 3000/10;;unit_price*0;22
T4 Rural;Servicios de Energía;Res. Asamblea 30/12/04 T4R Cuota Capital ;;unit_price*150.00;23
T4 Rural;Servicios de Energía;Conexión Aerea-Monofasica T4R;;unit_price*156.27;24
T4 Rural;Servicios de Energía;Conexión Aerea-Trifasica T4R;;unit_price*422.9100;25
T4 Rural;Servicios de Energía;Conexión Subterranea-Monofasica T4R;;unit_price*422.9100;26
T4 Rural;Servicios de Energía;Conexión Subterranea-Trifasica T4R;;unit_price*511.9350;27
T4 Rural;Servicios de Energía;Rehabilitacion T4R;;unit_price*74.7150;28
T4 Rural;Servicios de Energía;Desconexion Directa T4R;;unit_price*74.7150;29
T5BT Baja Tension (50 a 300KW);Servicios de Energía;Cargo Fijo T5BT;;unit_price*27.56;1
T5BT Baja Tension (50 a 300KW);Servicios de Energía;Cargo Variable Pico T5BT;;unit_price*0.0032;2
T5BT Baja Tension (50 a 300KW);Servicios de Energía;Cargo Variable Valle T5BT;;unit_price*0.0028;3
T5BT Baja Tension (50 a 300KW);Servicios de Energía;Cargo Variable Resto T5BT;;unit_price*0.0029;4
T5BT Baja Tension (50 a 300KW);Servicios de Energía;Cargo Potencia Pico T5BT;;unit_price*44.04;5
T5BT Baja Tension (50 a 300KW);Servicios de Energía;Cargo Potencia Resto T5BT;;unit_price*18.87;6
T5BT Baja Tension (50 a 300KW);Servicios de Energía;Recargo por Exceso de Potencia Pico T5BT;;unit_price*66.06;7
T5BT Baja Tension (50 a 300KW);Servicios de Energía;Recargo por Exceso de Potencia Resto T5BT;;unit_price*28.30;8
T5BT Baja Tension (50 a 300KW);Servicios de Energía;Recargo por Bajo Coseno de Fi T5BT;;unit_price*0.0320;9
T5BT Baja Tension (50 a 300KW);Servicios de Energía;Cargo Perdida Transformador T5BT;;unit_price*0.0028;10
T5BT Baja Tension (50 a 300KW);Servicios de Energía;RES MI 206/13 T5BT;;unit_price*5.00;11
T5BT Baja Tension (50 a 300KW);Servicios de Energía;Cargo Variable Pico T5BT Sin Subsidio;;unit_price*0.0137;12
T5BT Baja Tension (50 a 300KW);Servicios de Energía;Cargo Variable Valle T5BT Sin Subsidio;;unit_price*0.0133;13
T5BT Baja Tension (50 a 300KW);Servicios de Energía;Cargo Variable Resto T5BT Sin Subsidio;;unit_price*0.0134;14
T5BT Baja Tension (50 a 300KW);Servicios de Energía;Cargo Potencia Pico T5BT Sin Subsidio;;unit_price*44.04;15
T5BT Baja Tension (50 a 300KW);Servicios de Energía;Cargo Potencia Resto T5BT Sin Subsidio;;unit_price*18.87;16
T5BT Baja Tension (50 a 300KW);Servicios de Energía;Recargo por Exceso de Potencia Pico T5BT Sin Subsidio;;unit_price*66.06;17
T5BT Baja Tension (50 a 300KW);Servicios de Energía;Recargo por Exceso de Potencia Resto T5BT Sin Subsidio;;unit_price*18.87;18
T5BT Baja Tension (50 a 300KW);Servicios de Energía;Recargo por Bajo Coseno de Fi T5BT Sin Subsidio;;unit_price*0.0320;19
T5BT Baja Tension (50 a 300KW);Servicios de Energía;Cargo Perdida Transformador T5BT Sin Subsidio;;unit_price*0.0133;20
T5BT Baja Tension (50 a 300KW);Servicios de Energía;Resta Cargo Variable Pico T5BT Sin Subsidio;;unit_price*-0.0137;21
T5BT Baja Tension (50 a 300KW);Servicios de Energía;Resta Cargo Variable Valle T5BT Sin Subsidio;;unit_price*-0.0133;22
T5BT Baja Tension (50 a 300KW);Servicios de Energía;Resta Cargo Variable Resto T5BT Sin Subsidio;;unit_price*-0.0134;23
T5BT Baja Tension (50 a 300KW);Servicios de Energía;Resta Cargo Potencia Pico T5BT Sin Subsidio;;unit_price*-44.04;24
T5BT Baja Tension (50 a 300KW);Servicios de Energía;Resta Cargo Potencia Resto T5BT Sin Subsidio;;unit_price*-18.87;25
T5BT Baja Tension (50 a 300KW);Servicios de Energía;Resta Recargo por Exceso de Potencia Pico T5BT Sin Subsidio;;unit_price*-66.06;26
T5BT Baja Tension (50 a 300KW);Servicios de Energía;Resta Recargo por Exceso de Potencia Resto T5BT Sin Subsidio;;unit_price*-18.87;27
T5BT Baja Tension (50 a 300KW);Servicios de Energía;Resta Recargo por Bajo Coseno de Fi T5BT Sin Subsidio;;unit_price*-0.0320;28
T5BT Baja Tension (50 a 300KW);Servicios de Energía;Resta Cargo Perdida Transformador T5BT Sin Subsidio;;unit_price*-0.0133;29
T5BT Baja Tension (50 a 300KW);Servicios de Energía;Res. Asamblea 30/12/04 T5BT Cuota Capital;;unit_price*0;30
T5BT Baja Tension (50 a 300KW);Servicios de Energía;Cuota Extraordinaria Dec 3142/07 - Resolución 604/07 T5BT;;unit_price*0;31
T5BT Baja Tension (>300KW);Servicios de Energía;Cargo Fijo T5BT (>300);;unit_price*27.56;1
T5BT Baja Tension (>300KW);Servicios de Energía;Cargo Variable Pico T5BT (>300);;unit_price*0.0032;2
T5BT Baja Tension (>300KW);Servicios de Energía;Cargo Variable Valle T5BT (>300);;unit_price*0.0028;3
T5BT Baja Tension (>300KW);Servicios de Energía;Cargo Variable Resto T5BT (>300);;unit_price*0.0029;4
T5BT Baja Tension (>300KW);Servicios de Energía;Cargo Potencia Pico T5BT (>300);;unit_price*44.04;5
T5BT Baja Tension (>300KW);Servicios de Energía;Cargo Potencia Resto T5BT (>300);;unit_price*18.87;6
T5BT Baja Tension (>300KW);Servicios de Energía;Recargo por Exceso de Potencia Pico T5BT (>300);;unit_price*66.06;7
T5BT Baja Tension (>300KW);Servicios de Energía;Recargo por Exceso de Potencia Resto T5BT (>300);;unit_price*28.30;8
T5BT Baja Tension (>300KW);Servicios de Energía;Recargo por Bajo Coseno de Fi T5BT (>300);;unit_price*0.0320;9
T5BT Baja Tension (>300KW);Servicios de Energía;Cargo Perdida Transformador T5BT (>300);;unit_price*0.0028;10
T5BT Baja Tension (>300KW);Servicios de Energía;RES MI 206/13 T5BT (>300);;unit_price*5.00;11
T5BT Baja Tension (>300KW);Servicios de Energía;Cargo Variable Pico T5BT Sin Subsidio (>300);;unit_price*0.0137;12
T5BT Baja Tension (>300KW);Servicios de Energía;Cargo Variable Valle T5BT Sin Subsidio (>300);;unit_price*0.0133;13
T5BT Baja Tension (>300KW);Servicios de Energía;Cargo Variable Resto T5BT Sin Subsidio (>300);;unit_price*0.0134;14
T5BT Baja Tension (>300KW);Servicios de Energía;Cargo Potencia Pico T5BT Sin Subsidio (>300);;unit_price*44.04;15
T5BT Baja Tension (>300KW);Servicios de Energía;Cargo Potencia Resto T5BT Sin Subsidio (>300);;unit_price*18.87;16
T5BT Baja Tension (>300KW);Servicios de Energía;Recargo por Exceso de Potencia Pico T5BT Sin Subsidio (>300);;unit_price*66.06;17
T5BT Baja Tension (>300KW);Servicios de Energía;Recargo por Exceso de Potencia Resto T5BT Sin Subsidio (>300);;unit_price*18.87;18
T5BT Baja Tension (>300KW);Servicios de Energía;Recargo por Bajo Coseno de Fi T5BT Sin Subsidio (>300);;unit_price*0.0320;19
T5BT Baja Tension (>300KW);Servicios de Energía;Cargo Perdida Transformador T5BT Sin Subsidio (>300);;unit_price*0.0133;20
T5BT Baja Tension (>300KW);Servicios de Energía;Resta Cargo Variable Pico T5BT Sin Subsidio (>300);;unit_price*-0.0137;21
T5BT Baja Tension (>300KW);Servicios de Energía;Resta Cargo Variable Valle T5BT Sin Subsidio (>300);;unit_price*-0.0133;22
T5BT Baja Tension (>300KW);Servicios de Energía;Resta Cargo Variable Resto T5BT Sin Subsidio (>300);;unit_price*-0.0134;23
T5BT Baja Tension (>300KW);Servicios de Energía;Resta Cargo Potencia Pico T5BT Sin Subsidio (>300);;unit_price*-44.04;24
T5BT Baja Tension (>300KW);Servicios de Energía;Resta Cargo Potencia Resto T5BT Sin Subsidio (>300);;unit_price*-18.87;25
T5BT Baja Tension (>300KW);Servicios de Energía;Resta Recargo por Exceso de Potencia Pico T5BT Sin Subsidio (>300);;unit_price*-66.06;26
T5BT Baja Tension (>300KW);Servicios de Energía;Resta Recargo por Exceso de Potencia Resto T5BT Sin Subsidio (>300);;unit_price*-18.87;27
T5BT Baja Tension (>300KW);Servicios de Energía;Resta Recargo por Bajo Coseno de Fi T5BT Sin Subsidio (>300);;unit_price*-0.0320;28
T5BT Baja Tension (>300KW);Servicios de Energía;Resta Cargo Perdida Transformador T5BT Sin Subsidio (>300);;unit_price*-0.0133;29
T5BT Baja Tension (>300KW);Servicios de Energía;Res. Asamblea 30/12/04 T5BT (>300) Cuota Capital ;;unit_price*0;30
T5BT Baja Tension (>300KW);Servicios de Energía;Cuota Extraordinaria Dec 3142/07 - Resolución 604/07 T5BT (>300);;unit_price*0;31
T5MT Media Tension (50 a 300KW);Servicios de Energía;Cargo Fijo T5MT ;;unit_price*27.56;1
T5MT Media Tension (50 a 300KW);Servicios de Energía;Cargo Variable Pico T5MT;;unit_price*0.0045;2
T5MT Media Tension (50 a 300KW);Servicios de Energía;Cargo Variable Valle T5MT;;unit_price*0.0041;3
T5MT Media Tension (50 a 300KW);Servicios de Energía;Cargo Variable Resto T5MT;;unit_price*0.0041;4
T5MT Media Tension (50 a 300KW);Servicios de Energía;Cargo Potencia Pico T5MT;;unit_price*44.04;5
T5MT Media Tension (50 a 300KW);Servicios de Energía;Cargo Potencia Resto T5MT;;unit_price*18.87;6
T5MT Media Tension (50 a 300KW);Servicios de Energía;Recargo por Exceso de Potencia Pico T5MT;;unit_price*66.06;7
T5MT Media Tension (50 a 300KW);Servicios de Energía;Recargo por Exceso de Potencia Resto T5MT;;unit_price*28.30;8
T5MT Media Tension (50 a 300KW);Servicios de Energía;Recargo por Bajo Coseno de Fi T5MT;;unit_price*0.0320;9
T5MT Media Tension (50 a 300KW);Servicios de Energía;Cargo Perdida Transformador T5MT;;unit_price*0.0014;10
T5MT Media Tension (50 a 300KW);Servicios de Energía;RES MI 206/13 T5MT;;unit_price*5.00;11
T5MT Media Tension (50 a 300KW);Servicios de Energía;Cargo Variable Pico T5MT Sin Subsidio;;unit_price*0.0137;12
T5MT Media Tension (50 a 300KW);Servicios de Energía;Cargo Variable Valle T5MT Sin Subsidio;;unit_price*0.0133;13
T5MT Media Tension (50 a 300KW);Servicios de Energía;Cargo Variable Resto T5MT Sin Subsidio;;unit_price*0.0134;14
